gene	head	arms	legs	pelvis	fn	ls	frak	oto	heel	height	prop	fn2stu	ls2stu	fa2stu	thalamus	caudate	putamen	pallidum	hippocampus	amygdala	accumbens	chr	gene_start	gene_end
PPP6R3	7.1847	5.1204	4.6768	7.1992	4.5093	7.8665	6.0278	0.70886	7.2006	6.1094	4.5818	4.9464	7.2223	2.9988	2.8095	1.0204	1.7722	-1.4237	2.0623	1.9785	1.3741	11	68228186	68382802
GAL	6.5594	2.902	2.7314	4.1873	0.98002	3.0337	3.1644	1.376	6.1094	6.1094	1.7644	2.6318	4.4521	0.47219	2.1274	-0.12513	0.54147	-1.764	1.6183	0.47755	1.3557	11	68451983	68458643
MTL5	2.616	1.7067	0.92925	0.97053	-0.15445	0.92758	1.2566	1.6841	8.1347	7.7225	1.4772	2.4036	3.9274	-1.2275	0.35381	-1.6673	-0.4997	-1.3844	0.83626	-0.76145	-0.072281	11	68474908	68518988
CPT1A	2.5449	1.782	0.93734	0.70381	-0.30563	1.1597	0.51866	0.29985	9.8158	6.1094	3.1222	2.1599	3.4026	-1.9492	0.96545	1.6186	0.12338	-2.371	-1.0974	1.402	0.19326	11	68522088	68611878
IGHMBP2	1.2526	0.63599	0.14441	-0.75282	-0.044253	-0.44284	1.1343	-0.4748	5.8392	4.0575	2.0793	0.45386	0.76777	-2.4081	2.5038	3.1069	1.0799	-1.4224	-0.093664	1.5018	1.6122	11	68671319	68708070
MRPL21	1.3472	0.78295	0.20917	-0.66489	-0.2732	-0.29708	0.83416	-0.70849	6.5794	4.1703	2.1069	0.57702	0.77303	-2.7734	2.6971	3.5399	1.1889	-1.1747	0.11009	1.5044	1.6815	11	68658744	68671303
MRGPRD	2.0292	1.599	0.40131	-0.69932	-1.1922	0.081819	0.18294	0.045353	3.6191	7.9188	0.84887	0.20149	1.335	-2.3162	1.5016	1.6485	1.8872	-0.90105	-0.16754	1.8156	0.1329	11	68747490	68748455
MRGPRF	0.74419	1.4349	-0.080973	-1.1724	-1.1831	0.5462	0.61526	-0.38376	3.5012	8.0106	1.4414	0.32288	0.78834	-1.8589	0.86559	1.735	1.355	-0.84939	0.89009	1.8408	0.23445	11	68771862	68780850
TPCN2	0.32504	0.62414	-0.73502	-0.49224	-2.4174	0.079949	3.3255	-0.25833	8.8441	8.2615	2.0281	0.86464	1.416	1.469	-0.33061	1.9876	0.0062703	-0.68743	0.62161	1.1318	-1.0247	11	68816350	68858072
MYEOV	-0.025473	0.22106	1.6838	-0.14169	1.0071	1.0044	0.49604	1.1972	2.5035	6.5731	-0.48774	-0.89573	-0.62493	-1.3043	0.46915	0.041594	0.42184	0.84706	0.33824	0.44382	-0.61895	11	69061613	69064754
CCND1	3.5088	2.4432	3.6806	4.0087	3.4516	2.6193	1.047	-0.9079	4.7539	8.0437	0.74273	2.8623	3.1978	0.47008	3.9888	1.528	1.8449	-0.0061451	0.59235	0.5317	1.4983	11	69455873	69469242
ORAOV1	2.5872	1.4581	2.6883	2.8248	1.9861	1.5699	-0.079134	0.88826	3.5807	6.4506	2.0715	1.8339	1.9945	-0.12483	3.6024	0.34818	2.1933	0.13998	1.4521	3.1063	1.4734	11	69480331	69490165
FGF19	0.44164	0.46237	0.37901	1.0058	-0.089495	0.59983	1.5262	-0.76209	1.4005	4.9129	5.1774	-0.13371	1.2549	0.2565	1.0012	0.71216	1.1042	-1.0508	1.3249	0.96831	0.19849	11	69513006	69519106
FGF4	0.23818	1.034	2.2657	1.5801	1.8231	0.76839	1.2507	0.23632	0.39433	5.8025	3.407	-0.81114	-0.33297	-0.55881	-0.23388	1.0614	0.18718	1.1653	0.91891	-0.034458	-1.045	11	69587797	69590171
FGF3	0.1851	0.79479	1.937	2.2543	1.2842	1.017	0.39435	0.065885	0.02891	6.8759	3.955	-1.3547	-0.84241	-0.96454	-0.39909	1.3166	0.49615	0.55116	0.43143	0.64117	-0.30261	11	69624736	69634192
ANO1	1.4829	-0.80858	-0.10021	1.207	-0.2696	0.36369	0.91858	0.77009	2.8138	7.2403	5.4519	0.82744	1.1395	1.0322	-0.53091	-0.21805	1.3041	0.46041	-0.39925	-1.2331	-1.098	11	69924408	70035651
FADD	0.1724	0.076966	0.29302	0.84778	-0.79188	0.79617	0.98289	1.3543	0.47576	7.6208	2.0789	0.27706	1.1429	0.93315	-3.1055	-1.2596	1.0685	0.34028	1.3278	-0.28609	-0.29268	11	70049269	70053508
PPFIA1	1.3654	0.0026097	0.34767	0.76229	-1.6594	-0.69854	0.32655	-0.063584	4.6241	3.4829	1.7999	0.50205	1.3129	0.31277	-1.5473	2.2779	1.9246	0.78707	-0.37836	-0.57794	2.2802	11	70116806	70230607
CTTN	1.3281	0.44003	0.35858	1.2279	-1.5951	-0.10014	0.83228	-0.14616	3.3453	2.0773	1.9788	0.12794	1.1071	-0.48947	-1.7037	1.7502	1.4737	1.0118	-0.40843	-0.94349	0.91548	11	70244612	70282690
SHANK2	-1.1828	0.35826	-0.73398	-0.28327	-1.5746	0.82724	-0.29923	-0.23529	2.5568	3.3583	3.6762	-0.28199	0.29362	0.40094	0.98949	-0.24068	-0.24528	0.42394	0.93431	0.67685	2.7653	11	70313961	70935808
NADSYN1	-0.79898	0.63581	-0.12758	-0.8897	1.3688	-0.067639	0.81925	0.14178	1.1444	1.378	1.1246	-0.73456	-1.0456	-1.2519	-0.90412	1.5788	2.1459	-0.41562	0.77117	-1.4403	0.18753	11	71164217	71212586
DHCR7	-0.79288	0.47387	0.098458	-0.4989	1.2469	0.30849	0.72952	-0.35962	1.1673	1.2738	1.5036	-0.85219	-1.3624	-1.4615	-0.77667	1.2516	2.1275	-0.22453	1.0697	-0.97872	-0.42934	11	71145457	71159477
KRTAP5-7	0.3684	-0.85344	-0.5282	-1.4322	-0.59016	-1.1058	0.72267	-0.0054108	0.92719	1.3301	0.73954	-1.2511	-0.57928	0.51064	-0.90764	2.6361	1.7495	-0.60361	0.18846	-1.9602	0.55382	11	71238313	71239210
KRTAP5-8	0.38063	-0.53137	0.070372	-1.2878	-0.85547	-1.2084	0.24843	-0.56279	0.70393	0.97242	0.60814	-1.6498	-0.55183	0.69662	-0.50945	2.705	1.495	-0.052349	0.19268	-2.2242	0.50648	11	71249071	71250253
KRTAP5-9	0.53958	-0.43642	-0.057896	-1.2571	-1.2709	-0.759	0.22006	-1.1101	0.59488	0.83912	0.25092	-1.9873	-0.1968	0.55608	-0.71042	2.35	0.71978	0.14893	-0.1565	-1.5562	-0.0083231	11	71259466	71260653
KRTAP5-10	0.56323	-0.037271	0.28577	-0.47745	-1.7274	-0.24746	-0.029039	-1.4798	0.20281	1.272	-0.28158	-1.8006	-0.13318	0.67952	-0.88981	1.649	-0.387	0.16369	-0.24476	-0.664	-0.38129	11	71276609	71277666
KRTAP5-11	-1.2533	0.30569	1.903	1.4724	0.69942	0.44779	0.614	1.603	-0.14986	2.9553	0.073549	-1.1328	-0.5392	0.2652	-1.5996	-0.38344	0.045073	-0.069984	1.0733	0.20388	0.060284	11	71292901	71293921
FAM86C1	1.4471	0.24731	1.1294	-0.012383	-0.90035	1.7409	-0.62598	-1.5152	-0.21084	4.0114	1.9212	1.1175	1.5403	2.1454	-0.56312	-0.18824	1.2127	0.13307	-1.237	1.2717	-0.2077	11	71498557	71512280
DEFB108B	1.5322	0.49451	1.3413	-1.0508	-1.4522	1.0896	-0.18245	-1.5573	0.64037	5.8496	2.3757	0.66102	1.0479	1.888	-0.95303	0.16384	0.57093	-0.24594	-1.0963	1.2033	-1.0463	11	71544246	71548608
ZNF705E	1.6093	0.61103	1.369	-1.2102	-1.2291	1.072	0.060117	-2.0635	0.90023	5.9335	3.0387	0.4759	0.83656	1.8083	-0.97586	0.088305	0.39902	-0.66596	-1.3643	0.95724	-1.5029	11	71525091	71532593
LOC100129216	2.0659	1.7574	0.38229	-0.60105	1.0441	-1.8629	0.76499	-1.2618	1.234	1.7728	3.6069	0.2927	-0.72249	-0.18093	-0.60127	0.22248	-0.93787	-0.59893	-0.42174	-1.2109	-0.58271	11	71589499	71595607
RNF121	2.1529	1.7337	0.35449	-0.47433	1.1026	-1.676	0.83538	-1.4302	0.64248	2.5605	3.6393	0.74417	-0.04295	-0.16029	-0.36029	0.038837	-0.86249	-0.00013544	0.063173	-1.2847	-0.86244	11	71639768	71708643
IL18BP	2.0391	1.7817	0.38251	-0.59547	1.0303	-1.0696	1.2409	-1.2612	0.20065	3.6827	3.6124	0.57002	0.00091779	0.14453	-0.60189	0.43038	-1.0982	-0.11976	-0.22773	-1.3826	-2.0241	11	71709955	71713965
NUMA1	2.2572	1.8531	0.64856	-0.077198	1.2192	-0.52105	1.0437	-1.5951	0.28439	3.2538	3.2869	0.59384	0.23668	-0.25668	-0.55346	0.74533	-0.4111	-0.38118	0.22076	-1.327	-1.5241	11	71713910	71791732
LRTOMT	2.2745	1.7695	0.77799	-0.40378	1.2346	-1.0073	1.0937	-2.0588	0.34267	2.9363	3.044	0.63891	0.38898	-0.50616	-0.45437	0.89516	-0.37433	-0.582	0.47498	-1.1105	-1.2074	11	71791377	71821828
LAMTOR1	2.0138	1.7862	0.88367	0.83454	0.89736	-1.1546	0.66429	-1.7218	0.90031	3.7216	3.2524	0.6433	0.24931	0.10411	-0.39882	0.93173	0.39584	-0.56222	0.30903	-2.2762	0.24585	11	71805371	71814433
ANAPC15	1.7304	1.7179	0.7609	0.86476	0.52963	-1.1551	0.49313	-1.7689	1.3808	4.5555	3.0505	0.34524	-0.096275	0.63153	-0.42388	1.2291	0.71913	1.0541	-0.18974	-1.7604	1.1707	11	71820633	71823822
FOLR3	1.7001	1.6928	0.73603	0.82039	0.50236	-1.0823	0.35052	-1.7571	1.663	4.559	2.945	0.29254	-0.15528	0.76772	-0.42747	1.2039	0.63987	1.2334	-0.23219	-1.447	1.415	11	71846771	71850934
FOLR1	-1.6329	-0.60178	-0.77865	0.18127	-1.8003	-0.68657	1.4326	-0.62413	2.0488	4.8234	0.20372	-1.0728	-0.73105	0.90545	-0.047597	0.75466	1.4762	0.52473	0.88119	1.1562	1.4628	11	71900602	71907367
FOLR2	-1.2918	-0.36628	-0.33411	0.21216	-0.63419	-0.063389	2.7617	-0.15024	3.322	2.8893	1.8358	-1.4219	0.22397	1.6779	0.4169	0.55821	2.36	0.41714	-0.62958	0.72172	1.406	11	71927819	71932994
INPPL1	-1.5434	-0.026476	0.33922	0.29548	-0.5409	0.24687	2.8257	-0.36327	3.7126	3.7936	2.2186	-1.2214	0.46173	1.6193	0.2863	0.45354	2.4634	0.50345	-0.69823	0.46002	0.93337	11	71934916	71950191
PHOX2A	-1.919	0.54887	1.4599	0.85093	-1.1819	0.69776	1.799	-0.70547	3.7654	5.0313	3.0949	-1.0996	1.1204	0.68398	0.66485	0.73011	1.4957	0.3177	-0.11677	-0.74578	0.58362	11	71950121	71955220
CLPB	-0.52855	0.81798	1.2932	1.0733	-1.398	0.80864	0.75965	-2.2372	3.9182	3.4682	3.4446	1.0037	0.29162	1.1681	1.1724	0.93966	1.7734	1.3647	-0.92522	-1.2093	0.7216	11	72003469	72145724
PDE2A	0.7271	-1.9509	0.36652	-1.1795	2.5904	-0.14465	0.50869	1.2573	3.3498	7.0796	3.3008	1.7091	1.3033	1.3858	0.27098	1.6503	-0.59084	-0.25187	-0.54197	0.1033	1.5223	11	72287184	72385497
ARAP1	-0.30576	-0.36432	0.76277	-0.3904	1.8238	-0.11769	0.85146	1.1886	2.8223	6.5373	2.5689	0.91359	0.19675	1.5748	-1.537	1.3292	-0.48844	-0.55926	-1.3195	1.293	0.14	11	72396114	72463465
STARD10	0.77068	0.13946	0.56253	0.80502	1.296	0.48458	0.12054	0.46416	2.5772	6.0914	2.5742	1.1414	-0.057459	2.149	-1.8094	1.2857	-0.67472	-0.60813	-0.97118	1.502	-0.21647	11	72465774	72504750
ATG16L2	1.1497	0.12658	0.096599	0.888	1.3228	0.45184	-0.90188	0.59925	1.1856	2.4441	2.0668	1.5441	0.10808	1.8981	-0.0060512	1.6374	-0.62945	-0.83851	0.57811	1.0787	0.24538	11	72525451	72553793
FCHSD2	1.463	-0.080996	0.3484	0.076455	1.1907	0.26933	-0.36958	1.3938	1.3358	3.3597	2.5648	0.56923	0.031491	0.85906	1.2865	1.5176	-0.89709	-0.98538	1.4347	-0.17083	0.26764	11	72547788	72853727
P2RY2	-2.6357	0.33073	-0.42534	-0.28277	0.21252	-0.54121	0.73922	-0.19295	-0.8061	1.1738	0.61323	0.41043	0.44797	1.8218	-0.14989	-0.54052	-0.49971	-1.2442	-1.3145	-0.8223	-1.3875	11	72928735	72953472
P2RY6	-1.3554	-0.74188	-1.014	0.4397	1.2897	0.48454	0.67402	-1.1138	1.5077	3.0783	1.3774	0.6116	-1.3362	1.0328	1.6079	0.13408	-0.038394	-0.85691	0.91091	0.36085	0.30261	11	72975550	73009670
ARHGEF17	-0.27671	0.24289	0.005772	1.55	0.93678	0.28415	0.1817	0.65994	3.088	2.0976	0.22673	-0.33537	-0.83632	-0.013531	1.9505	0.59513	0.99539	1.6605	1.8878	0.2652	1.6002	11	73019663	73080425
RELT	0.29418	-0.030786	0.48254	1.7927	0.85799	0.45822	0.12951	1.419	2.7737	0.7861	-1.5255	-0.744	-0.73993	-0.46584	1.8135	0.58525	0.39955	2.2448	1.6114	-0.38457	1.4131	11	73087405	73108519
FAM168A	-0.022753	-0.19125	0.61003	1.5246	0.812	-0.2898	-0.2754	1.5762	2.8797	1.545	-2.0438	-1.1327	-1.2129	-1.4769	2.0605	0.61999	-0.28981	2.0941	1.8097	0.021981	1.8716	11	73111837	73309234
PLEKHB1	-0.72681	-1.3312	-1.0394	-0.38313	0.65656	0.7847	-0.052446	0.50064	0.31579	5.5996	-1.0169	0.44323	0.87183	-0.94441	3.5381	1.2273	1.0907	1.997	0.11983	1.0396	1.8079	11	73357223	73373864
RAB6A	-0.74613	-0.69373	-0.83643	-0.61725	0.051453	-0.56047	0.42752	-0.0041424	0.64009	5.5668	0.0076659	1.0978	1.2758	0.37842	4.2569	1.3659	1.2646	1.4619	0.14754	0.72067	2.3091	11	73386683	73472201
MRPL48	-0.75934	-0.22513	-0.55754	-0.68769	-0.54224	-0.42044	0.83597	-0.51773	0.40288	5.3324	-0.40821	1.4837	2.0122	0.38983	4.1067	1.6272	1.051	1.0102	0.33972	0.63506	2.2593	11	73498917	73575656
PAAF1	-0.62907	0.023672	-0.11516	-0.37109	-1.117	-0.1284	1.1775	-0.65419	0.70104	4.6246	-0.74952	1.583	2.2316	0.36962	2.1229	1.7033	0.74275	0.63078	0.30511	0.28871	0.65514	11	73587744	73638781
COA4	-0.47833	-0.12321	-0.050986	-0.03814	-1.4687	-0.18896	1.1071	-0.66474	0.6609	4.7227	-0.73217	1.4313	2.1667	0.092959	2.5124	1.7768	1.0141	0.48721	0.22709	0.23353	0.47964	11	73583712	73587890
DNAJB13	0.85422	-0.58102	0.034608	0.06548	-1.95	-0.30743	0.31475	-0.24681	1.286	4.5292	-0.75967	1.4878	2.924	0.21759	3.6615	1.8136	0.52642	2.1269	1.5624	1.4737	2.9337	11	73661364	73681713
UCP2	1.9501	-0.53047	-0.022101	0.71537	-2.0872	0.54053	-0.60671	-0.13692	1.7946	3.5279	0.10051	0.54163	1.8985	-0.17952	3.7603	0.85839	-0.20593	2.3155	2.2892	2.1699	3.3126	11	73685716	73693889
UCP3	0.82688	-0.36866	-1.083	-0.31614	-1.3318	0.86229	-1.1608	-0.82124	1.2687	4.5057	1.1096	0.12001	0.40929	-0.22761	1.5569	0.49525	-0.90561	0.65695	0.73001	1.2663	1.7068	11	73711326	73720282
C2CD3	-0.88895	0.40814	0.090856	0.26633	-1.1431	1.2738	-1.0138	-0.86454	1.1967	5.1225	1.6501	-1.1452	0.71591	-0.8397	0.95268	-0.19898	-1.105	0.13379	1.0092	1.5781	1.0156	11	73723759	73882064
PPME1	-0.7882	0.026342	0.14333	0.2162	-1.0017	0.91292	-0.88235	-0.68	0.98137	6.5481	1.7943	-1.3821	0.16778	-1.0835	0.48906	-1.0988	-0.54596	0.50239	1.2442	1.4597	1.0804	11	73881936	73965748
P4HA3	2.0122	0.86124	0.87664	0.91903	-0.52887	0.96806	-1.0054	-0.37451	2.2482	7.2011	0.87422	-0.20135	0.15492	-0.25365	2.2237	0.028201	-0.20455	1.4373	1.7098	1.9233	0.45198	11	73958532	74022699
PGM2L1	-0.20385	0.86301	0.38902	-0.37849	-0.84325	1.0257	-1.2202	0.21883	3.2875	5.3207	1.1742	0.28132	0.39234	0.10832	2.8744	-0.43401	0.98148	-0.088646	2.7905	2.3281	0.73682	11	74041361	74109502
KCNE3	-1.4141	-1.2322	0.43975	0.74344	0.093194	0.25918	-1.0167	0.40288	0.39117	4.6607	2.0673	0.53699	0.63129	0.42788	-1.8625	-0.81026	-0.23208	0.041641	-0.14395	0.81972	-1.1082	11	74165886	74178600
LIPT2	-1.4925	-1.5302	0.26587	0.81121	0.72772	0.32441	-0.33555	0.30471	0.57283	4.7445	2.0532	-0.68647	0.61498	0.90619	-2.0021	-0.66012	-0.11043	0.51287	0.22179	0.083169	-0.39075	11	74202923	74204755
POLD3	1.1935	-1.2794	-1.2903	-1.3824	0.20403	2.1075	1.9914	-0.089277	0.45847	7.8548	6.6206	-0.0092065	1.1511	-1.5743	-0.36524	0.31412	0.2378	1.4003	-1.0261	0.65607	-0.19008	11	74303575	74380386
CHRDL2	0.48454	-0.78017	-0.81666	-0.4629	-0.08224	0.094453	0.98909	-0.14076	4.5087	6.1094	3.6604	2.033	1.3462	-0.36771	1.4394	-0.14428	-1.2846	0.090168	-0.82962	-0.52504	0.56258	11	74407474	74442227
RNF169	1.5365	-0.069416	-0.75022	-0.26671	-0.33752	-0.63342	1.1917	-0.26041	4.7995	6.1094	1.8925	1.5951	1.2366	0.3605	1.5697	-0.97311	-1.3583	-0.39502	-1.3773	0.17407	0.92116	11	74459913	74553458
XRRA1	2.2855	0.58473	-0.69458	-0.11955	-0.54611	-0.76228	0.5594	-0.67574	3.9112	7.5388	2.0198	0.81137	1.3622	1.3401	0.76941	-0.66511	-1.677	-0.35059	-0.55095	0.39262	0.94561	11	74550655	74660232
SPCS2	2.3362	0.69577	-0.42712	-0.075259	-0.23778	-0.62895	0.42684	-0.86008	2.7261	6.1426	1.7122	0.5498	1.1052	1.566	0.62694	-0.17721	-1.3644	-0.072021	-0.18076	0.80783	0.98691	11	74660292	74690076
NEU3	2.5444	0.49353	-0.66461	-0.88854	-0.52203	-1.0912	0.72004	-1.2345	3.6228	7.143	1.8515	0.78321	1.0707	1.1399	0.82984	-0.34517	-2.2907	-0.36433	-0.69138	0.58925	0.12134	11	74699950	74718743
OR2AT4	0.78317	-1.8014	0.031802	-0.79254	0.13913	0.68174	1.3761	0.68401	-0.77031	4.4514	2.0661	1.1665	0.14521	0.92831	-0.24952	0.26895	0.029711	-0.39344	-1.7502	0.86517	0.012326	11	74799796	74800758
SLCO2B1	1.0315	-1.271	0.26274	0.24022	0.97219	1.5045	1.0803	-0.028466	-0.47181	5.6324	2.3619	0.21076	-0.53835	0.45032	1.2259	0.72508	0.16658	0.7097	-1.0125	0.49191	0.67333	11	74862032	74917445
TPBGL	0.9143	-3.8569	-0.68518	-1.6397	0.2151	-0.93585	0.96586	-0.53025	-0.42019	-1.2967	-0.57709	-1.8713	-0.75258	0.96463	1.8974	0.47185	0.89603	1.716	-0.090989	-0.48547	1.0211	11	74951950	74954749
ARRB1	1.0307	0.46841	1.1666	0.40785	1.0058	1.028	0.40312	-1.0218	2.963	7.6959	-0.25282	-1.4334	-0.8767	-0.55808	0.95158	-1.0193	0.59042	3.8476	1.2379	0.44286	-0.34161	11	74971166	75062875
RPS3	2.0728	1.4762	1.4738	0.79729	1.2341	1.5094	0.96026	-0.42201	2.6096	6.8184	0.74272	-0.58574	-0.67162	0.027801	0.897	-0.26119	-1.1364	1.1583	0.88343	0.53114	-1.7139	11	75110535	75133346
KLHL35	1.97	0.54618	-0.023996	0.12895	0.01382	0.10146	-0.93082	-0.064781	1.7326	4.905	1.5901	0.48848	0.87653	-0.10632	0.1134	0.44829	-0.43521	0.28362	1.2197	-0.12503	0.73533	11	75133438	75141674
GDPD5	1.7687	-1.0046	-1.1059	-0.20341	-0.40013	1.0334	0.10799	0.39875	2.8068	5.53	3.041	0.61654	0.79515	-1.3927	-0.014599	-0.0022022	-1.0257	-0.69524	0.99864	0.024783	0.11085	11	75145683	75236991
SERPINH1	0.19986	-1.381	-0.96155	-1.3868	-0.69674	0.43123	1.0112	-0.2523	2.055	8.2441	3.9301	-0.54262	-0.48968	-1.4066	0.38132	-0.77932	-1.4548	-1.9194	1.2428	0.88028	0.46225	11	75273101	75283849
MAP6	0.10055	1.0784	0.2902	-0.020031	0.31421	-0.043279	0.84438	-1.36	-0.3495	4.6782	1.9977	0.37963	1.5248	-1.0464	-0.36939	0.092627	0.13676	0.66012	-0.52694	-0.25439	-0.45952	11	75297959	75379479
MOGAT2	0.030373	1.6297	0.95282	1.4786	1.1621	0.93377	0.34783	-2.2929	1.9519	5.8418	1.7529	0.87116	0.94182	0.36122	0.13131	0.87625	-1.3838	0.84953	0.053457	1.2251	0.74088	11	75428934	75442331
DGAT2	0.24429	0.66384	-1.3158	1.1285	0.61978	0.098264	-0.67978	-0.71876	2.0949	6.6756	1.5043	0.51416	1.1357	0.9424	0.4664	0.32124	-0.11053	0.23924	1.0217	0.59031	1.5142	11	75479778	75512581
UVRAG	0.32786	0.62771	1.0177	0.121	-0.00058576	0.041442	-0.70892	-0.87746	2.4483	4.7106	0.87553	-0.36813	-0.20409	-0.79728	0.68087	0.25076	0.30327	1.2509	0.49179	0.40837	0.09648	11	75526212	75855282
WNT11	1.2344	-0.13967	-0.48237	-0.21143	0.52658	-1.263	-1.3907	-0.18705	1.4574	3.3235	1.5748	1.023	0.87855	-0.33481	-0.68211	-1.2545	0.33794	-0.35203	-0.035825	-1.121	0.30499	11	75897370	75921803
PRKRIR	-2.3404	0.31275	-0.82408	0.83236	-0.27774	1.4488	0.96897	-1.5649	1.2103	7.6874	2.6419	0.16297	0.99082	-0.025519	0.62491	1.9115	-1.0392	-0.26727	-0.20693	0.37454	-0.021894	11	76061004	76091880
LOC100506127	-1.9638	0.31778	-0.943	0.71319	-0.49274	1.3705	1.1478	-1.4587	1.4036	7.6627	2.8732	0.65974	1.383	0.059289	0.44514	1.8537	-1.0543	-0.20126	0.32861	0.32003	-0.32736	11	76092307	76125663
C11orf30	-0.11285	0.24514	-1.5084	0.1664	-1.766	0.71099	1.236	-0.67588	2.3322	7.8178	2.5744	2.3557	2.9555	0.91938	-0.31899	0.51018	-0.70375	0.042739	1.6065	-0.52803	-1.3514	11	76155967	76263943
LRRC32	-0.41653	0.056162	-0.29128	0.16491	-0.47501	0.702	0.77269	-0.50083	-0.023531	1.9226	-1.7017	1.7165	0.29695	0.73422	0.13914	0.21262	0.57773	-0.42125	1.3188	0.085329	0.98769	11	76368568	76381990
TSKU	4.3145	1.6205	3.273	2.8328	0.62389	2.6237	-0.72985	-1.1425	2.3167	3.369	1.6199	-0.48895	-0.34301	0.28849	0.32453	0.2985	-0.50546	0.41719	1.1803	-1.4224	0.4036	11	76493357	76509198
ACER3	-0.45331	-0.8363	0.4485	0.067394	0.93717	0.19928	1.9518	-0.55003	2.1631	-1.043	1.0261	1.0126	0.2557	-0.48641	-0.32534	0.44755	0.16881	-1.0107	-0.051248	1.5944	-0.081934	11	76571917	76734850
B3GNT6	-0.67501	-0.77615	0.12861	-0.12389	0.76041	0.47445	2.3081	0.085865	2.5388	-0.73067	1.2124	1.3735	0.33961	-0.29042	-0.55342	0.73098	-0.69827	0.065117	-0.50931	1.1491	0.23146	11	76745385	76753020
CAPN5	-0.37404	-0.3932	-0.0024193	0.069147	-0.19006	0.5578	1.9496	-1.3654	2.3691	0.77761	0.47882	-0.74157	-0.26365	-0.23939	0.72483	1.8598	-0.92829	0.062825	-1.6906	-0.8884	0.19704	11	76777992	76837201
OMP	-0.40914	-0.29438	-0.16492	-0.059307	-0.14355	0.60612	1.8094	-1.2477	1.8839	0.47044	0.43933	-0.77253	0.18848	0.15032	0.68162	1.1833	-0.85606	-0.31395	-1.2231	-0.35594	-0.26701	11	76813886	76814377
MYO7A	1.9702	2.0252	2.173	2.7318	2.3675	2.6127	0.4388	-0.19989	1.6226	3.4209	0.64228	-1.3299	-0.61823	-0.20775	0.61662	1.1215	-0.35586	-0.39365	-0.70937	-1.1988	0.34435	11	76839302	76926286
GDPD4	3.5969	1.45	1.95	2.6897	2.8695	3.8023	-0.49691	0.59638	0.45677	5.3501	0.6656	-0.61999	-1.0857	-0.21141	-0.16651	1.057	1.0756	0.35132	-0.69542	-1.5215	0.7458	11	76927603	77012699
PAK1	3.0253	0.30439	0.95839	1.3151	1.2792	2.6579	0.60667	0.55359	0.41191	5.4971	0.75819	-0.21007	-1.4699	-0.14548	0.27428	2.0228	2.2494	0.4584	0.49823	-1.0607	1.272	11	77033060	77185108
AQP11	0.38251	0.56206	1.1691	0.7591	3.8136	1.0151	0.36933	-0.37593	3.4674	6.6948	4.7773	0.43601	0.58315	-1.387	-1.8821	0.48285	1.1475	0.27735	2.4246	-2.4632	-1.8332	11	77300680	77321401
CLNS1A	0.16845	0.81028	1.4802	0.98001	3.8388	1.5461	0.12279	-0.51133	3.5471	7.5545	4.947	0.6065	0.75169	-0.88436	-1.9568	0.74261	0.90873	0.088218	2.3671	-1.4644	-1.72	11	77327196	77348851
RSF1	-0.29252	0.53717	1.1193	0.52217	3.4159	1.1698	0.10239	-0.10697	3.4773	7.718	5.2832	0.6277	1.2359	-0.86193	-1.3687	1.0827	0.46463	0.18165	2.3332	-1.218	-0.89218	11	77371047	77531915
AAMDC	-0.33503	0.27903	0.95008	0.55316	3.3004	1.1283	-0.3096	-0.19017	3.1419	7.9954	5.2924	0.3812	1.5146	-0.64859	-1.6369	1.2195	0.80866	0.55029	2.3523	-1.3982	-0.62935	11	77532147	77583398
INTS4	0.91652	1.1526	1.7859	1.089	3.7326	-0.15858	-0.63192	-0.0057738	3.0617	7.7387	5.6072	-0.16108	1.0444	-1.6796	-1.3854	2.3313	0.14526	-0.19679	1.9786	-1.0252	0.8996	11	77589766	77705771
KCTD14	0.75476	-0.48176	1.0836	1.103	2.9873	-0.42958	-0.31912	0.7644	1.2498	5.0274	1.5127	-0.7354	0.39366	-2.0308	0.83863	1.0882	1.6549	0.63439	-0.012921	-0.076588	2.4301	11	77726761	77757237
NDUFC2-KCTD14	0.89125	-0.56804	0.97239	1.0052	2.876	-0.29779	-0.13148	0.94618	1.1042	4.9837	1.2659	-0.85868	0.24111	-1.8301	0.97157	1.0798	1.6376	0.93582	-0.13102	0.032699	2.6531	11	77726761	77791265
THRSP	0.6665	-0.61615	0.92025	1.0022	2.851	-0.3757	-0.10482	0.9384	1.0728	3.8571	1.1326	-0.94881	0.19067	-2.0182	1.0578	0.46999	1.7102	0.65675	-0.28949	-0.11819	1.9397	11	77774907	77779403
NDUFC2	1.3358	-0.21498	0.57288	0.712	2.2566	-0.038729	0.2087	1.235	1.0054	4.3692	0.83877	-0.74966	0.057725	-1.5499	1.0971	0.8427	1.4652	1.1962	-0.21403	0.14695	2.5877	11	77779393	77791265
ALG8	1.4182	0.15836	0.35602	0.37528	1.758	0.12423	0.36411	1.1705	0.75223	4.5262	0.36946	-0.76566	0.22801	-0.75478	0.81651	1.1117	1.3084	1.2301	0.039279	0.13813	2.5569	11	77811988	77850699
USP35	1.8718	2.2069	2.7567	1.6058	2.5074	1.4337	1.5314	0.45194	2.8577	7.2531	1.5275	-1.4947	0.46841	1.1701	0.81773	2.1737	3.1233	-0.41808	-1.994	1.2135	1.8615	11	77899858	77925757
