gene	head	arms	legs	pelvis	fn	ls	breadth	peak	min_z	specificity	layer	chr	gene_start	gene_end
KRTAP5-7	0.3684	-0.85344	-0.5282	-1.4322	-0.59016	-1.1058	0	0.3684	-1.4322	0.8966000000000001	rest	11	71238313	71239210
KRTAP5-8	0.38063	-0.53137	0.070372	-1.2878	-0.85547	-1.2084	0	0.38063	-1.2878	0.31025800000000003	rest	11	71249071	71250253
KRTAP5-9	0.53958	-0.43642	-0.057896	-1.2571	-1.2709	-0.759	0	0.53958	-1.2709	0.5974759999999999	rest	11	71259466	71260653
KRTAP5-10	0.56323	-0.037271	0.28577	-0.47745	-1.7274	-0.24746	0	0.56323	-1.7274	0.27746	rest	11	71276609	71277666
KRTAP5-11	-1.2533	0.30569	1.903	1.4724	0.69942	0.44779	0	1.903	-1.2533	0.4306000000000001	rest	11	71292901	71293921
FAM86C1	1.4471	0.24731	1.1294	-0.012383	-0.90035	1.7409	0	1.7409	-0.90035	0.29379999999999984	rest	11	71498557	71512280
DEFB108B	1.5322	0.49451	1.3413	-1.0508	-1.4522	1.0896	0	1.5322	-1.4522	0.19090000000000007	rest	11	71544246	71548608
ZNF705E	1.6093	0.61103	1.369	-1.2102	-1.2291	1.072	0	1.6093	-1.2291	0.24029999999999996	rest	11	71525091	71532593
LOC100129216	2.0659	1.7574	0.38229	-0.60105	1.0441	-1.8629	1	2.0659	-1.8629	0.3085	rest	11	71589499	71595607
RNF121	2.1529	1.7337	0.35449	-0.47433	1.1026	-1.676	1	2.1529	-1.676	0.4191999999999998	rest	11	71639768	71708643
IL18BP	2.0391	1.7817	0.38251	-0.59547	1.0303	-1.0696	1	2.0391	-1.0696	0.25739999999999985	rest	11	71709955	71713965
NUMA1	2.2572	1.8531	0.64856	-0.077198	1.2192	-0.52105	1	2.2572	-0.52105	0.4041000000000001	rest	11	71713910	71791732
LRTOMT	2.2745	1.7695	0.77799	-0.40378	1.2346	-1.0073	1	2.2745	-1.0073	0.5050000000000001	rest	11	71791377	71821828
LAMTOR1	2.0138	1.7862	0.88367	0.83454	0.89736	-1.1546	1	2.0138	-1.1546	0.2275999999999998	rest	11	71805371	71814433
ANAPC15	1.7304	1.7179	0.7609	0.86476	0.52963	-1.1551	0	1.7304	-1.1551	0.012499999999999956	rest	11	71820633	71823822
FOLR3	1.7001	1.6928	0.73603	0.82039	0.50236	-1.0823	0	1.7001	-1.0823	0.007299999999999862	rest	11	71846771	71850934
FOLR1	-1.6329	-0.60178	-0.77865	0.18127	-1.8003	-0.68657	0	0.18127	-1.8003	0.78305	rest	11	71900602	71907367
FOLR2	-1.2918	-0.36628	-0.33411	0.21216	-0.63419	-0.063389	0	0.21216	-1.2918	0.275549	rest	11	71927819	71932994
INPPL1	-1.5434	-0.026476	0.33922	0.29548	-0.5409	0.24687	0	0.33922	-1.5434	0.04374	rest	11	71934916	71950191
PHOX2A	-1.919	0.54887	1.4599	0.85093	-1.1819	0.69776	0	1.4599	-1.919	0.60897	rest	11	71950121	71955220
CLPB	-0.52855	0.81798	1.2932	1.0733	-1.398	0.80864	0	1.2932	-1.398	0.21989999999999998	rest	11	72003469	72145724
PDE2A	0.7271	-1.9509	0.36652	-1.1795	2.5904	-0.14465	1	2.5904	-1.9509	1.8632999999999997	rest	11	72287184	72385497
ARAP1	-0.30576	-0.36432	0.76277	-0.3904	1.8238	-0.11769	0	1.8238	-0.3904	1.0610300000000001	rest	11	72396114	72463465
STARD10	0.77068	0.13946	0.56253	0.80502	1.296	0.48458	0	1.296	0.13946	0.4909800000000001	rest	11	72465774	72504750
ATG16L2	1.1497	0.12658	0.096599	0.888	1.3228	0.45184	0	1.3228	0.096599	0.17310000000000003	rest	11	72525451	72553793
FCHSD2	1.463	-0.080996	0.3484	0.076455	1.1907	0.26933	0	1.463	-0.080996	0.2723	rest	11	72547788	72853727
P2RY2	-2.6357	0.33073	-0.42534	-0.28277	0.21252	-0.54121	0	0.33073	-2.6357	0.11821000000000004	rest	11	72928735	72953472
P2RY6	-1.3554	-0.74188	-1.014	0.4397	1.2897	0.48454	0	1.2897	-1.3554	0.8051600000000001	rest	11	72975550	73009670
ARHGEF17	-0.27671	0.24289	0.005772	1.55	0.93678	0.28415	0	1.55	-0.27671	0.6132200000000001	rest	11	73019663	73080425
RELT	0.29418	-0.030786	0.48254	1.7927	0.85799	0.45822	0	1.7927	-0.030786	0.9347099999999999	rest	11	73087405	73108519
FAM168A	-0.022753	-0.19125	0.61003	1.5246	0.812	-0.2898	0	1.5246	-0.2898	0.7125999999999999	rest	11	73111837	73309234
PLEKHB1	-0.72681	-1.3312	-1.0394	-0.38313	0.65656	0.7847	0	0.7847	-1.3312	0.12813999999999992	rest	11	73357223	73373864
RAB6A	-0.74613	-0.69373	-0.83643	-0.61725	0.051453	-0.56047	0	0.051453	-0.83643	0.611923	rest	11	73386683	73472201
MRPL48	-0.75934	-0.22513	-0.55754	-0.68769	-0.54224	-0.42044	0	-0.22513	-0.75934	0.19530999999999998	rest	11	73498917	73575656
PAAF1	-0.62907	0.023672	-0.11516	-0.37109	-1.117	-0.1284	0	0.023672	-1.117	0.138832	rest	11	73587744	73638781
COA4	-0.47833	-0.12321	-0.050986	-0.03814	-1.4687	-0.18896	0	-0.03814	-1.4687	0.012845999999999996	rest	11	73583712	73587890
DNAJB13	0.85422	-0.58102	0.034608	0.06548	-1.95	-0.30743	0	0.85422	-1.95	0.78874	rest	11	73661364	73681713
UCP2	1.9501	-0.53047	-0.022101	0.71537	-2.0872	0.54053	0	1.9501	-2.0872	1.2347299999999999	rest	11	73685716	73693889
UCP3	0.82688	-0.36866	-1.083	-0.31614	-1.3318	0.86229	0	0.86229	-1.3318	0.03541000000000005	rest	11	73711326	73720282
C2CD3	-0.88895	0.40814	0.090856	0.26633	-1.1431	1.2738	0	1.2738	-1.1431	0.8656600000000001	rest	11	73723759	73882064
PPME1	-0.7882	0.026342	0.14333	0.2162	-1.0017	0.91292	0	0.91292	-1.0017	0.69672	rest	11	73881936	73965748
P4HA3	2.0122	0.86124	0.87664	0.91903	-0.52887	0.96806	1	2.0122	-0.52887	1.04414	rest	11	73958532	74022699
PGM2L1	-0.20385	0.86301	0.38902	-0.37849	-0.84325	1.0257	0	1.0257	-0.84325	0.16269	rest	11	74041361	74109502
KCNE3	-1.4141	-1.2322	0.43975	0.74344	0.093194	0.25918	0	0.74344	-1.4141	0.30369	rest	11	74165886	74178600
LIPT2	-1.4925	-1.5302	0.26587	0.81121	0.72772	0.32441	0	0.81121	-1.5302	0.08348999999999995	rest	11	74202923	74204755
POLD3	1.1935	-1.2794	-1.2903	-1.3824	0.20403	2.1075	1	2.1075	-1.3824	0.9139999999999999	rest	11	74303575	74380386
CHRDL2	0.48454	-0.78017	-0.81666	-0.4629	-0.08224	0.094453	0	0.48454	-0.81666	0.390087	rest	11	74407474	74442227
RNF169	1.5365	-0.069416	-0.75022	-0.26671	-0.33752	-0.63342	0	1.5365	-0.75022	1.605916	rest	11	74459913	74553458
XRRA1	2.2855	0.58473	-0.69458	-0.11955	-0.54611	-0.76228	1	2.2855	-0.76228	1.70077	rest	11	74550655	74660232
SPCS2	2.3362	0.69577	-0.42712	-0.075259	-0.23778	-0.62895	1	2.3362	-0.62895	1.6404299999999998	rest	11	74660292	74690076
NEU3	2.5444	0.49353	-0.66461	-0.88854	-0.52203	-1.0912	1	2.5444	-1.0912	2.0508699999999997	rest	11	74699950	74718743
OR2AT4	0.78317	-1.8014	0.031802	-0.79254	0.13913	0.68174	0	0.78317	-1.8014	0.10143000000000002	rest	11	74799796	74800758
SLCO2B1	1.0315	-1.271	0.26274	0.24022	0.97219	1.5045	0	1.5045	-1.271	0.47299999999999986	rest	11	74862032	74917445
TPBGL	0.9143	-3.8569	-0.68518	-1.6397	0.2151	-0.93585	0	0.9143	-3.8569	0.6992	rest	11	74951950	74954749
ARRB1	1.0307	0.46841	1.1666	0.40785	1.0058	1.028	0	1.1666	0.40785	0.13590000000000013	rest	11	74971166	75062875
RPS3	2.0728	1.4762	1.4738	0.79729	1.2341	1.5094	1	2.0728	0.79729	0.5633999999999999	rest	11	75110535	75133346
KLHL35	1.97	0.54618	-0.023996	0.12895	0.01382	0.10146	0	1.97	-0.023996	1.42382	rest	11	75133438	75141674
GDPD5	1.7687	-1.0046	-1.1059	-0.20341	-0.40013	1.0334	0	1.7687	-1.1059	0.7352999999999998	rest	11	75145683	75236991
SERPINH1	0.19986	-1.381	-0.96155	-1.3868	-0.69674	0.43123	0	0.43123	-1.3868	0.23137	rest	11	75273101	75283849
MAP6	0.10055	1.0784	0.2902	-0.020031	0.31421	-0.043279	0	1.0784	-0.043279	0.76419	rest	11	75297959	75379479
MOGAT2	0.030373	1.6297	0.95282	1.4786	1.1621	0.93377	0	1.6297	0.030373	0.1511	rest	11	75428934	75442331
DGAT2	0.24429	0.66384	-1.3158	1.1285	0.61978	0.098264	0	1.1285	-1.3158	0.4646600000000001	rest	11	75479778	75512581
UVRAG	0.32786	0.62771	1.0177	0.121	-0.00058576	0.041442	0	1.0177	-0.00058576	0.38999000000000006	rest	11	75526212	75855282
WNT11	1.2344	-0.13967	-0.48237	-0.21143	0.52658	-1.263	0	1.2344	-1.263	0.7078199999999999	rest	11	75897370	75921803
PRKRIR	-2.3404	0.31275	-0.82408	0.83236	-0.27774	1.4488	0	1.4488	-2.3404	0.6164400000000001	rest	11	76061004	76091880
LOC100506127	-1.9638	0.31778	-0.943	0.71319	-0.49274	1.3705	0	1.3705	-1.9638	0.6573100000000001	rest	11	76092307	76125663
C11orf30	-0.11285	0.24514	-1.5084	0.1664	-1.766	0.71099	0	0.71099	-1.766	0.46585	rest	11	76155967	76263943
LRRC32	-0.41653	0.056162	-0.29128	0.16491	-0.47501	0.702	0	0.702	-0.47501	0.53709	rest	11	76368568	76381990
TSKU	4.3145	1.6205	3.273	2.8328	0.62389	2.6237	4	4.3145	0.62389	1.0414999999999996	rest	11	76493357	76509198
ACER3	-0.45331	-0.8363	0.4485	0.067394	0.93717	0.19928	0	0.93717	-0.8363	0.48866999999999994	rest	11	76571917	76734850
B3GNT6	-0.67501	-0.77615	0.12861	-0.12389	0.76041	0.47445	0	0.76041	-0.77615	0.28596000000000005	rest	11	76745385	76753020
CAPN5	-0.37404	-0.3932	-0.0024193	0.069147	-0.19006	0.5578	0	0.5578	-0.3932	0.48865299999999995	rest	11	76777992	76837201
OMP	-0.40914	-0.29438	-0.16492	-0.059307	-0.14355	0.60612	0	0.60612	-0.40914	0.665427	rest	11	76813886	76814377
MYO7A	1.9702	2.0252	2.173	2.7318	2.3675	2.6127	5	2.7318	1.9702	0.11909999999999998	rest	11	76839302	76926286
GDPD4	3.5969	1.45	1.95	2.6897	2.8695	3.8023	4	3.8023	1.45	0.20539999999999958	rest	11	76927603	77012699
PAK1	3.0253	0.30439	0.95839	1.3151	1.2792	2.6579	2	3.0253	0.30439	0.36739999999999995	rest	11	77033060	77185108
AQP11	0.38251	0.56206	1.1691	0.7591	3.8136	1.0151	1	3.8136	0.38251	2.6445	rest	11	77300680	77321401
CLNS1A	0.16845	0.81028	1.4802	0.98001	3.8388	1.5461	1	3.8388	0.16845	2.2927	rest	11	77327196	77348851
RSF1	-0.29252	0.53717	1.1193	0.52217	3.4159	1.1698	1	3.4159	-0.29252	2.2461	rest	11	77371047	77531915
AAMDC	-0.33503	0.27903	0.95008	0.55316	3.3004	1.1283	1	3.3004	-0.33503	2.1720999999999995	rest	11	77532147	77583398
INTS4	0.91652	1.1526	1.7859	1.089	3.7326	-0.15858	1	3.7326	-0.15858	1.9467	rest	11	77589766	77705771
KCTD14	0.75476	-0.48176	1.0836	1.103	2.9873	-0.42958	1	2.9873	-0.48176	1.8842999999999999	rest	11	77726761	77757237
NDUFC2-KCTD14	0.89125	-0.56804	0.97239	1.0052	2.876	-0.29779	1	2.876	-0.56804	1.8707999999999998	rest	11	77726761	77791265
THRSP	0.6665	-0.61615	0.92025	1.0022	2.851	-0.3757	1	2.851	-0.61615	1.8488	rest	11	77774907	77779403
NDUFC2	1.3358	-0.21498	0.57288	0.712	2.2566	-0.038729	1	2.2566	-0.21498	0.9208000000000001	rest	11	77779393	77791265
ALG8	1.4182	0.15836	0.35602	0.37528	1.758	0.12423	0	1.758	0.12423	0.3398000000000001	rest	11	77811988	77850699
USP35	1.8718	2.2069	2.7567	1.6058	2.5074	1.4337	3	2.7567	1.4337	0.24929999999999986	rest	11	77899858	77925757
KCTD21	1.8082	2.2537	2.8384	1.7032	2.5103	1.4706	3	2.8384	1.4706	0.32810000000000006	rest	11	77882289	77900006
GAB2	2.7986	2.1657	3.204	3.5603	2.2594	4.1778	6	4.1778	2.1657	0.6175000000000006	core	11	77926336	78128868
NARS2	2.9047	2.4401	3.1843	3.5819	2.1528	4.614	6	4.614	2.1528	1.0320999999999998	core	11	78147007	78285909
TENM4	-0.058704	0.59739	0.82452	-0.20092	0.98821	-0.41087	0	0.98821	-0.41087	0.16369	rest	11	78364328	79152014
FAM181B	-1.5456	-0.2646	0.925	1.3954	0.62513	0.037468	0	1.3954	-1.5456	0.47039999999999993	rest	11	82443046	82444906
PRCP	0.83618	-0.77402	-0.34185	-0.27377	0.54803	-0.07395	0	0.83618	-0.77402	0.28815	rest	11	82535409	82612733
DDIAS	1.3346	-0.80201	-0.50421	-0.24264	0.57171	0.36887	0	1.3346	-0.80201	0.76289	rest	11	82611017	82645701
RAB30	1.0534	-0.92831	-1.2163	-1.1151	-0.80002	-0.16988	0	1.0534	-1.2163	1.22328	rest	11	82684177	82782965
PCF11	0.10817	-0.0070825	0.55425	0.82341	0.14312	-0.6528	0	0.82341	-0.6528	0.26915999999999995	rest	11	82868137	82896836
ANKRD42	1.1591	1.9966	1.5954	1.1077	1.7016	-0.91703	0	1.9966	-0.91703	0.29499999999999993	rest	11	82904754	82967719
CCDC90B	1.9295	1.5731	1.1974	0.98736	1.3275	-0.87397	0	1.9295	-0.87397	0.35640000000000005	rest	11	82972498	82997445
DLG2	-0.18953	0.81329	1.0673	0.66896	0.51608	0.29784	0	1.0673	-0.18953	0.25400999999999996	rest	11	83166055	85338314
TMEM126B	0.79918	-0.62104	0.094993	-0.78038	-0.15249	-0.39104	0	0.79918	-0.78038	0.704187	rest	11	85339617	85347583
TMEM126A	1.171	-0.7557	0.13311	-0.83597	0.17118	-0.2102	0	1.171	-0.83597	0.99982	rest	11	85358963	85367597
CREBZF	1.1831	-0.50997	0.46827	-0.91454	-0.11853	0.29311	0	1.1831	-0.91454	0.7148300000000001	rest	11	85368608	85376182
CCDC89	0.30756	-0.61669	0.307	-0.86213	-0.46841	0.39821	0	0.39821	-0.86213	0.09065000000000001	rest	11	85394893	85397320
SYTL2	-0.83943	0.33275	0.89706	-0.10057	-0.54286	0.26234	0	0.89706	-0.83943	0.56431	rest	11	85405264	85522197
CCDC83	0.26931	1.8405	1.8554	1.0609	0.013653	1.0369	0	1.8554	0.013653	0.014899999999999913	rest	11	85566144	85631064
PICALM	0.13401	1.4879	0.95596	-0.85233	-0.84508	-0.10047	0	1.4879	-0.85233	0.53194	rest	11	85668214	85780923
EED	-1.0329	-0.2794	1.9582	-0.70944	0.49393	0.2959	0	1.9582	-1.0329	1.46427	rest	11	85955586	85989785
C11orf73	-0.45516	-0.23058	1.9227	-1.337	0.078605	0.11183	0	1.9227	-1.337	1.81087	rest	11	86013253	86056985
CCDC81	0.44242	-0.44094	1.5426	0.15781	1.4845	-0.29271	0	1.5426	-0.44094	0.05810000000000004	rest	11	86085778	86134151
ME3	-1.1387	-0.1486	1.421	1.5402	1.0909	1.1538	0	1.5402	-1.1387	0.11919999999999997	rest	11	86152150	86383678
PRSS23	1.3943	-0.024592	-0.42344	-0.60111	-1.1845	0.16753	0	1.3943	-1.1845	1.2267700000000001	rest	11	86511288	86522275
FZD4	2.0369	1.9007	2.6656	1.1961	0.88591	1.4113	2	2.6656	0.88591	0.6286999999999998	rest	11	86656717	86666440
TMEM135	-0.15315	6.6997	8.045	4.1319	3.4544	3.2067	5	8.045	-0.15315	1.3453	rest	11	86748886	87039876
RAB38	-0.17425	-1.8692	0.064499	0.13319	0.56152	-1.3432	0	0.56152	-1.8692	0.42833	rest	11	87846415	87908635
CTSC	0.81752	-2.1671	0.89043	-0.44149	-0.15363	-1.045	0	0.89043	-2.1671	0.07291000000000003	rest	11	88026760	88070941
GRM5	0.92172	0.17247	-0.8786	-0.48183	-1.17	1.293	0	1.293	-1.17	0.37127999999999994	rest	11	88237256	88796846
TYR	-0.99278	0.6757	1.2804	1.8381	1.3943	0.72085	0	1.8381	-0.99278	0.4438	rest	11	88911040	89028927
NOX4	-1.6908	-0.63597	-0.13989	-0.31875	0.78231	0.37554	0	0.78231	-1.6908	0.40676999999999996	rest	11	89057521	89322779
FOLH1B	-0.36387	-0.92388	0.76852	1.0618	1.6643	1.1942	0	1.6643	-0.92388	0.47009999999999996	rest	11	89370675	89431886
TRIM77	-1.5755	-1.6154	0.46434	0.68562	1.3223	0.91258	0	1.3223	-1.6154	0.4097200000000001	rest	11	89443467	89451040
TRIM49	-0.30555	0.022139	0.32677	-0.11596	0.40826	0.30531	0	0.40826	-0.30555	0.08149	rest	11	89530823	89541743
TRIM64B	-0.19211	0.083303	0.74346	0.05112	-0.075783	0.32432	0	0.74346	-0.19211	0.41914	rest	11	89603606	89609185
TRIM49D2	0.38578	0.65959	-1.2645	1.0075	0.3058	-0.14123	0	1.0075	-1.2645	0.34791000000000005	rest	11	89657232	89666231
TRIM49D1	0.38578	0.65959	-1.2645	1.0075	0.3058	-0.14123	0	1.0075	-1.2645	0.34791000000000005	rest	11	89644640	89650878
TRIM49C	1.4507	-0.49642	-0.67009	0.10537	0.71211	-0.43742	0	1.4507	-0.67009	0.7385900000000001	rest	11	89764274	89775193
UBTFL1	0.29874	-0.69806	-0.82415	-0.007869	0.068685	0.84563	0	0.84563	-0.82415	0.54689	rest	11	89819118	89820299
NAALAD2	0.37053	-0.56664	0.91179	-0.40105	-1.6879	0.25897	0	0.91179	-1.6879	0.54126	rest	11	89867772	89926062
CHORDC1	-0.27574	-0.13539	0.65139	0.67772	-0.040333	-0.21902	0	0.67772	-0.27574	0.026329999999999965	rest	11	89933597	89956532
FAT3	0.91803	-0.17694	0.19127	2.4291	0.5163	0.98146	1	2.4291	-0.17694	1.44764	rest	11	92047446	92629636
MTNR1B	-1.6371	-0.95768	-0.06625	0.28676	-1.1744	-0.26553	0	0.28676	-1.6371	0.35301000000000005	rest	11	92702789	92715948
SLC36A4	-0.77738	0.48479	1.2457	0.7732	1.1521	0.065227	0	1.2457	-0.77738	0.09360000000000013	rest	11	92880850	92931095
CCDC67	-0.64017	-0.33498	0.34517	1.1112	1.4098	0.81654	0	1.4098	-0.64017	0.2986	rest	11	93063156	93171636
SMCO4	-0.9931	-0.24427	-0.21222	-0.50355	-0.24952	1.1697	0	1.1697	-0.9931	1.38192	rest	11	93211638	93276546
CEP295	-0.28262	0.081517	-0.052628	-0.98155	-0.76671	1.0205	0	1.0205	-0.98155	0.9389829999999999	rest	11	93394816	93463524
C11orf54	-1.1765	0.028984	-1.304	-1.631	-0.84098	0.28097	0	0.28097	-1.631	0.251986	rest	11	93474769	93496250
TAF1D	-1.2704	0.066495	-1.1245	-1.483	-0.70033	0.19919	0	0.19919	-1.483	0.132695	rest	11	93463368	93474703
MED17	-1.0892	0.55464	-0.51251	-1.2189	-0.52959	0.9867	0	0.9867	-1.2189	0.43206	rest	11	93517405	93546496
VSTM5	0.74955	1.8046	0.84297	0.47077	-0.71416	2.3873	1	2.3873	-0.71416	0.5827000000000002	rest	11	93553735	93583668
HEPHL1	0.57921	0.72702	-0.32701	-0.8787	-0.94922	-0.37896	0	0.72702	-0.94922	0.14781	rest	11	93754378	93847374
PANX1	1.3357	2.3675	1.5695	1.4085	0.22224	1.5318	1	2.3675	0.22224	0.7980000000000003	rest	11	93862094	93918762
IZUMO1R	-1.4967	-1.2033	-2.0826	-2.3427	-1.2366	-0.06115	0	-0.06115	-2.3427	1.14215	rest	11	94038803	94040858
GPR83	-1.8843	-1.5848	-0.13612	-1.8591	-0.32669	-0.20503	0	-0.13612	-1.8843	0.06891	rest	11	94110477	94134585
MRE11A	-1.5137	-1.5824	-0.48002	-2.0816	-0.40045	0.003794	0	0.003794	-2.0816	0.404244	rest	11	94150466	94227040
ANKRD49	-0.88954	-0.47839	-0.23104	-1.4845	-0.078637	0.56905	0	0.56905	-1.4845	0.6476869999999999	rest	11	94227153	94232744
C11orf97	-1.1753	-1.2378	-0.95523	-2.364	-0.081035	-0.38947	0	-0.081035	-2.364	0.308435	rest	11	94245695	94265289
FUT4	-1.0065	-1.3787	-1.1612	-2.2043	0.039187	-0.86607	0	0.039187	-2.2043	0.905257	rest	11	94277017	94283064
PIWIL4	-0.5193	-2.0459	-0.35636	-1.0023	0.77935	-1.3256	0	0.77935	-2.0459	1.13571	rest	11	94279876	94354587
AMOTL1	0.13023	0.90388	0.20715	-0.51497	1.2307	-1.3453	0	1.2307	-1.3453	0.3268199999999999	rest	11	94439602	94609918
KDM4D	0.25247	-0.059841	1.8802	1.6122	0.16041	0.79869	0	1.8802	-0.059841	0.268	rest	11	94706845	94732678
CWC15	-0.078248	-0.28811	2.0469	1.7177	0.33927	0.9328	1	2.0469	-0.28811	0.32919999999999994	rest	11	94695787	94706776
KDM4E	0.74605	0.21148	2.7255	2.129	0.78097	1.2937	2	2.7255	0.21148	0.5964999999999998	rest	11	94758422	94760760
SRSF8	-0.85451	-1.0786	0.94182	0.92809	0.81225	0.39568	0	0.94182	-1.0786	0.01373000000000002	rest	11	94800041	94804387
ENDOD1	-1.2402	-0.80837	0.10869	0.16384	1.136	-0.17351	0	1.136	-1.2402	0.9721599999999999	rest	11	94822974	94865815
SESN3	0.19836	1.3074	0.8914	0.92662	0.44004	0.55589	0	1.3074	0.19836	0.3807799999999999	rest	11	94898677	94965705
CEP57	0.4746	1.0019	1.8226	0.24632	0.093577	-0.68657	0	1.8226	-0.68657	0.8207	rest	11	95523625	95565857
FAM76B	0.64117	0.71722	1.4632	-0.19413	-0.33261	-0.80815	0	1.4632	-0.80815	0.7459800000000001	rest	11	95502106	95522954
MTMR2	0.37743	1.9354	2.174	0.17087	0.099253	-0.34625	1	2.174	-0.34625	0.23859999999999992	rest	11	95566044	95657371
MAML2	1.9781	2.3183	1.7382	1.561	0.16148	1.1135	1	2.3183	0.16148	0.34019999999999984	rest	11	95711440	96076344
CCDC82	1.4229	1.4209	0.73744	-0.57452	-0.63001	-1.6075	0	1.4229	-1.6075	0.0020000000000000018	rest	11	96085929	96123083
JRKL	1.4043	1.4327	0.82784	-0.48268	-0.92278	-1.4273	0	1.4327	-1.4273	0.02839999999999998	rest	11	96123158	96126727
CNTN5	-0.28425	-1.0239	-0.36913	-0.55614	0.5294	-0.91532	0	0.5294	-1.0239	0.81365	rest	11	98891706	100229616
ARHGAP42	0.65321	0.087558	0.62652	0.37823	1.575	2.2679	1	2.2679	0.087558	0.6929000000000001	rest	11	100558407	100861656
TMEM133	-1.0883	-0.35052	-0.84927	-0.33382	-0.24889	0.055201	0	0.055201	-1.0883	0.304091	rest	11	100862811	100864666
PGR	1.0604	1.1073	0.74285	-0.23251	-0.8887	-0.86769	0	1.1073	-0.8887	0.04689999999999994	rest	11	100900355	101000544
TRPC6	-1.1693	-0.66532	0.99656	0.49548	-0.28945	-0.50489	0	0.99656	-1.1693	0.50108	rest	11	101322295	101454687
CEP126	-0.063588	0.25267	-0.51428	-0.31986	0.0095566	-0.71551	0	0.25267	-0.71551	0.2431134	rest	11	101785746	101871793
ANGPTL5	-0.044259	0.5237	-0.59466	-0.28991	-0.054759	-0.24849	0	0.5237	-0.59466	0.5679590000000001	rest	11	101761405	101787253
C11orf70	0.67612	-0.97613	1.4218	0.45761	1.7744	0.55706	0	1.7744	-0.97613	0.3526	rest	11	101918147	101955291
YAP1	0.18606	-0.25449	1.3746	0.93908	2.225	1.2349	1	2.225	-0.25449	0.8504	rest	11	101981151	102104154
BIRC3	-0.15802	-0.11438	0.83624	0.29341	1.2371	0.095453	0	1.2371	-0.15802	0.4008600000000001	rest	11	102188181	102210134
BIRC2	1.2007	0.72373	0.92663	1.8452	1.0932	0.47759	0	1.8452	0.47759	0.6444999999999999	rest	11	102217913	102249401
TMEM123	0.98225	0.13434	0.37996	1.4982	0.75548	-0.67935	0	1.4982	-0.67935	0.51595	rest	11	102267056	102323775
MMP7	-0.44638	-0.16734	0.25289	-0.60537	0.10314	0.44513	0	0.44513	-0.60537	0.19224000000000002	rest	11	102391239	102401478
MMP20	-0.8422	-0.071433	0.20537	-0.91648	-1.3522	1.9123	0	1.9123	-1.3522	1.70693	rest	11	102447566	102496063
MMP27	-0.95878	-0.62538	-0.13737	0.065003	-0.23634	0.53697	0	0.53697	-0.95878	0.4719669999999999	rest	11	102562415	102576468
MMP8	-2.3398	0.052377	0.14231	-0.061557	0.02397	0.38823	0	0.38823	-2.3398	0.24592000000000003	rest	11	102582526	102595734
MMP10	-1.4606	-0.49085	-0.39665	-0.51336	-0.39352	-0.041666	0	-0.041666	-1.4606	0.351854	rest	11	102641233	102651359
MMP1	-2.0682	-0.045553	-0.45547	-1.2754	-0.096134	-0.15314	0	-0.045553	-2.0682	0.050580999999999994	rest	11	102660641	102668966
MMP3	-0.75939	0.36095	-0.22791	-1.4211	0.41648	-0.3642	0	0.41648	-1.4211	0.055530000000000024	rest	11	102706528	102714342
MMP12	-1.2777	-0.90941	-0.1816	-0.96561	-0.71507	-1.4347	0	-0.1816	-1.4347	0.53347	rest	11	102733464	102745764
MMP13	-0.55997	0.2046	0.31436	0.012333	-0.25852	-0.15271	0	0.31436	-0.55997	0.10975999999999997	rest	11	102813721	102826463
DCUN1D5	-0.48781	1.034	-1.3786	-0.17419	-0.12266	0.6595	0	1.034	-1.3786	0.37450000000000006	rest	11	102921413	102962944
DYNC2H1	0.12795	0.046789	-1.4216	0.5222	-1.4293	0.90497	0	0.90497	-1.4293	0.38277000000000005	rest	11	102980160	103350591
PDGFD	1.0363	-1.138	-1.0157	-0.24504	0.075258	-0.19191	0	1.0363	-1.138	0.961042	rest	11	103777914	104035027
DDI1	1.2793	-0.27977	0.085789	0.067994	0.37343	0.032327	0	1.2793	-0.27977	0.9058700000000002	rest	11	103907308	103909922
CASP12	-1.7686	-1.1969	-1.2756	0.56805	-0.76647	0.4997	0	0.56805	-1.7686	0.06835000000000008	rest	11	104756445	104769397
CASP4	-2.2527	-0.33543	-0.48722	0.84714	0.45325	0.19795	0	0.84714	-2.2527	0.39389	rest	11	104813594	104839325
CASP5	-0.60851	0.090969	-1.2622	-0.32526	0.55649	-0.78029	0	0.55649	-1.2622	0.4655210000000001	rest	11	104864967	104893895
CASP1	-0.046562	0.20697	-0.88245	-0.23155	0.63446	-1.1167	0	0.63446	-1.1167	0.42749000000000004	rest	11	104896235	104905884
CARD16	-0.047749	0.30835	-0.87845	-0.22848	0.33915	-0.90615	0	0.33915	-0.90615	0.030799999999999994	rest	11	104912053	104916051
CARD17	0.021223	0.79168	0.082354	0.95499	0.38723	0.031408	0	0.95499	0.021223	0.16330999999999996	rest	11	104963196	104972158
CARD18	0.040407	1.0841	0.66592	1.7171	0.66506	0.56919	0	1.7171	0.040407	0.633	rest	11	105008448	105010461
GRIA4	2.6251	-0.95489	0.45943	0.96064	0.30295	0.43599	1	2.6251	-0.95489	1.66446	rest	11	105480800	105852819
MSANTD4	0.64126	1.0234	0.017547	0.7121	-0.56006	-0.75898	0	1.0234	-0.75898	0.31130000000000013	rest	11	105878629	105892981
KBTBD3	0.56046	0.52539	0.33481	0.39167	-1.1127	-0.53376	0	0.56046	-1.1127	0.035069999999999935	rest	11	105921825	105948465
